tweets,y_true,y_pred,y_pred_2
this is gonna be before the double pump gets patched,rolling_on_the_floor_laughing,person_facepalming,rolling_on_the_floor_laughing
tesco need to fuck off with their promoted video of a grilled cheese sandwich when im on a health kick,weary_face,person_facepalming,thinking_face
lil dickys freaky friday is far from the first time hes ventured into problematic territory,person_facepalming,person_facepalming,rolling_on_the_floor_laughing
ygs hashtag,thinking_face,rolling_on_the_floor_laughing,person_facepalming
thread stand by for jhopeness yes i made it a word,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,folded_hands
its friday and its payday thank you baby jesus,folded_hands,folded_hands,weary_face
waves on swim polyester,person_facepalming,rolling_on_the_floor_laughing,person_facepalming
retweet to join stranger dip amp pip stan dnpst m e m e s be noice no fighting please,weary_face,folded_hands,weary_face
theres some bulls out by jones,thinking_face,rolling_on_the_floor_laughing,person_facepalming
i wont ever let my brother fall for a hoe,folded_hands,folded_hands,person_facepalming
are yall thinking what im thinking,thinking_face,thinking_face,rolling_on_the_floor_laughing
i think my tl is dry bc i mute everyone,person_facepalming,person_facepalming,rolling_on_the_floor_laughing
i just want an excuse to wear something like this,weary_face,person_facepalming,weary_face
i wish i was like this still life was easier,person_facepalming,person_facepalming,rolling_on_the_floor_laughing
dont be a monday morning quarterback the mooch is a beyotch,thinking_face,thinking_face,rolling_on_the_floor_laughing
i never had any confidence and i hated the way i looked,weary_face,weary_face,person_facepalming
this real life how jamaicans dance,weary_face,rolling_on_the_floor_laughing,person_facepalming
no one understands how blessed i am to have my baby by my side,weary_face,folded_hands,weary_face
its not someones property if theyre dead remember kids good pirates leave no witnesses,thinking_face,thinking_face,rolling_on_the_floor_laughing
cumback with fmr v5 by xifrost 21 another massdual for,thinking_face,rolling_on_the_floor_laughing,person_facepalming
perhaps they should have just given them all the awards,thinking_face,thinking_face,rolling_on_the_floor_laughing
why is it that i cant see who favorite my tweet because theyre on private like whats the point then and its my shit,thinking_face,thinking_face,weary_face
why even call it a sex video,person_facepalming,person_facepalming,rolling_on_the_floor_laughing
everyone is gettin ready to go back to school tomorrow for another semester and here i am starting a full time nursing position tomorrow,weary_face,weary_face,folded_hands
retweeting wont cost you anything appreciate this legend not all super heroes on art work are appreciated,folded_hands,folded_hands,rolling_on_the_floor_laughing
idc how hard life get i aint posting no picture crying,person_facepalming,person_facepalming,rolling_on_the_floor_laughing
khloe and tristan named their baby true iconic considering thats exactly what tristan wasnt to khloe,thinking_face,thinking_face,rolling_on_the_floor_laughing
i simply asked him to kill the bug,person_facepalming,person_facepalming,rolling_on_the_floor_laughing
may our parents be alive to withness how great and successful we will become,folded_hands,folded_hands,thinking_face
im already so happy and then suddenly an n minute cane out with this cutie and now im just exploding with happiness,weary_face,rolling_on_the_floor_laughing,thinking_face
i can already feel how tired im gonna be tomorrow,weary_face,person_facepalming,weary_face
my dad has been in need of a kidney for over 3 years now please retweet and like this post to help find him a donor,folded_hands,folded_hands,thinking_face
what is youre team,thinking_face,rolling_on_the_floor_laughing,person_facepalming
yall been boosting me all well,weary_face,rolling_on_the_floor_laughing,person_facepalming
mfs really will try to shit on baby mommas but you living like a single baby momma with a man in the house,weary_face,rolling_on_the_floor_laughing,thinking_face
my life goal is to be a disney princess หน ร กกก ม ยองร กกก,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,thinking_face
is georgia about to pull a atlanta falcons,thinking_face,rolling_on_the_floor_laughing,person_facepalming
damn i think i love that boy do anything for that boy,weary_face,person_facepalming,rolling_on_the_floor_laughing
interesting counter from pascal vs kovalev,thinking_face,rolling_on_the_floor_laughing,thinking_face
you know which girl does have clear skin,thinking_face,rolling_on_the_floor_laughing,thinking_face
palalabs instagram post i am smiling because finally may connection na ako,folded_hands,folded_hands,rolling_on_the_floor_laughing
lil man was not having it he wanted his money for his food but he wasnt leaving without his sister,weary_face,weary_face,person_facepalming
catchin up with old friends tugs at all your childhood memories like crazy,weary_face,folded_hands,thinking_face
are you feeling low depressed or just cant eat just hmu this bag will fix that,rolling_on_the_floor_laughing,thinking_face,rolling_on_the_floor_laughing
i have some packages waiting from me at homei wonder what they could be,thinking_face,thinking_face,weary_face
contessa shouldve went bone straight with that jumpsuit,person_facepalming,rolling_on_the_floor_laughing,person_facepalming
watch out he like fucking underage girls,person_facepalming,person_facepalming,rolling_on_the_floor_laughing
yep imagine that fluffing their numbers to make their agenda look better,thinking_face,thinking_face,person_facepalming
can somebody help me lose weight,weary_face,person_facepalming,folded_hands
yall ever got turned off by how someone thinks,person_facepalming,person_facepalming,thinking_face
imagine being one of those people that always forget their initials and need to have them printed on everything,thinking_face,weary_face,thinking_face
best get up then,weary_face,rolling_on_the_floor_laughing,person_facepalming
new freezer challenge,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
im so sleepy,person_facepalming,rolling_on_the_floor_laughing,person_facepalming
if i didnt have class in the mornings id be making so much money,weary_face,person_facepalming,weary_face
i love yoga but i just cant stand the heat,weary_face,folded_hands,weary_face
the true master chooses giving over assumptions,folded_hands,folded_hands,person_facepalming
youre so pretty till a female doesnt like you,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
kiari thinks im weird cause i watch alot of asmr video,weary_face,weary_face,person_facepalming
last nights sleep,weary_face,rolling_on_the_floor_laughing,person_facepalming
last 2 lines,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
fly or drive to california shit son driving would be a epic road trip,thinking_face,person_facepalming,rolling_on_the_floor_laughing
wow leo on point,person_facepalming,rolling_on_the_floor_laughing,person_facepalming
try to guess what hes saying,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
youve literally hooked up w half the male population in the middlesex county get the fuck out my notifications,rolling_on_the_floor_laughing,person_facepalming,rolling_on_the_floor_laughing
oh how exciting my translation of sma acceptance speech is included in this article thanks fam for letting me know,folded_hands,folded_hands,weary_face
somebody broke 2 of mine,person_facepalming,rolling_on_the_floor_laughing,person_facepalming
dreadhead studs have the best talk game them mfs will have your ass hypnotize,rolling_on_the_floor_laughing,weary_face,rolling_on_the_floor_laughing
rest in peace dolores oriordan,folded_hands,folded_hands,rolling_on_the_floor_laughing
baekhyun smiles contentedly bc hes good in math and knew theyve won,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
looked like everyone was paying attention during the safety demo today,thinking_face,rolling_on_the_floor_laughing,person_facepalming
barely she is always sucking on her gums or something else its weird,rolling_on_the_floor_laughing,weary_face,person_facepalming
let us take a moment to appreciate those thighs,folded_hands,folded_hands,rolling_on_the_floor_laughing
ohh shitt alright alright,weary_face,rolling_on_the_floor_laughing,person_facepalming
go amy take me your bf wont mind,rolling_on_the_floor_laughing,person_facepalming,rolling_on_the_floor_laughing
i hate voot,weary_face,rolling_on_the_floor_laughing,person_facepalming
has anyone seen my pet here bacon,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
i sleep 247 i go to bed tired and i wake up tired,weary_face,person_facepalming,weary_face
i proud of you,folded_hands,rolling_on_the_floor_laughing,folded_hands
seeing all my friends working towards their future goals makes my heart very happy god will make us all great,folded_hands,folded_hands,weary_face
twitter crybaby ass not gone be ready,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
best thing ive seen this entire year,person_facepalming,person_facepalming,rolling_on_the_floor_laughing
and the baby fever has returned,weary_face,rolling_on_the_floor_laughing,person_facepalming
i cant even believe this this is all because of you and how hard you go for me,weary_face,weary_face,person_facepalming
i never had any confidence and i hated the way i looked,weary_face,weary_face,person_facepalming
all these babies do is cry,weary_face,rolling_on_the_floor_laughing,person_facepalming
if you just ignore our elections thatll be good enough for us,folded_hands,thinking_face,person_facepalming
i cant do it cuz ik what she really said,weary_face,rolling_on_the_floor_laughing,person_facepalming
nah this really me,weary_face,rolling_on_the_floor_laughing,person_facepalming
wait why are 18 year olds mature enough to lead a gun control movement but not old enough to own a gun,thinking_face,thinking_face,rolling_on_the_floor_laughing
i got best verse,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
6 days to earth hour save the earth with our hand,folded_hands,folded_hands,person_facepalming
yeah thats how i had to start off with the fifty shades series still need to see the last one,weary_face,weary_face,person_facepalming
blessed to see another day,folded_hands,folded_hands,rolling_on_the_floor_laughing
twitter is definitely a nice place to go to when your high,thinking_face,person_facepalming,thinking_face
yall wont believe what happened,weary_face,rolling_on_the_floor_laughing,person_facepalming
please help man needs his boat,folded_hands,folded_hands,weary_face
amen,folded_hands,rolling_on_the_floor_laughing,person_facepalming
i dont understand how yall can be so grown but so illiterate,person_facepalming,person_facepalming,thinking_face
stfu,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
twitter communityplease can we do this,weary_face,weary_face,person_facepalming
weve got a spice girls special on the way today at 11 but what are we playin,thinking_face,thinking_face,rolling_on_the_floor_laughing
did you know,thinking_face,rolling_on_the_floor_laughing,person_facepalming
i wanna go prom dress shopping so baddd,weary_face,weary_face,person_facepalming
i like you wowie share ko na ba,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,folded_hands
a bitch like me havent been in a relationship in sooo long i forgot how to fucking kiss,person_facepalming,person_facepalming,weary_face
for all updates in turkish follow us here,folded_hands,folded_hands,person_facepalming
you be surprised by the shit you think you couldnt do until you meet a nigga and he got you doing it,weary_face,thinking_face,person_facepalming
happy birthday sofie,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
he hit that man with a shovel he deserved that ass beating,weary_face,weary_face,rolling_on_the_floor_laughing
that price tribute was everything,weary_face,rolling_on_the_floor_laughing,person_facepalming
i spazz out quick asf and then snap back and be like i do to fucking much it wasnt that serious,person_facepalming,person_facepalming,weary_face
niggas will turn they back on u in your clothes,person_facepalming,person_facepalming,rolling_on_the_floor_laughing
when timehop brings up statuses i posted on fb in high school,person_facepalming,rolling_on_the_floor_laughing,person_facepalming
in honor of the impending tax day,rolling_on_the_floor_laughing,folded_hands,rolling_on_the_floor_laughing
on blood dumbass mf,person_facepalming,rolling_on_the_floor_laughing,person_facepalming
story of my life,weary_face,rolling_on_the_floor_laughing,person_facepalming
marlo suggested that cynthia not get defensive and what did she do,thinking_face,rolling_on_the_floor_laughing,person_facepalming
i never had any confidence and i hated the way i looked,weary_face,weary_face,person_facepalming
wot how can a prof hacker trasha account with fortnite,thinking_face,thinking_face,person_facepalming
when she says to come over but you dont have a car,weary_face,rolling_on_the_floor_laughing,thinking_face
dont ever ask for help picking out s senior quote,person_facepalming,person_facepalming,folded_hands
i retweeted it but i hate that word probe,person_facepalming,person_facepalming,rolling_on_the_floor_laughing
sooo dark color toes means she got some bull cat,thinking_face,rolling_on_the_floor_laughing,person_facepalming
our lives begin to end the day we become silent about things that matter,folded_hands,folded_hands,person_facepalming
my bad its 6am,weary_face,rolling_on_the_floor_laughing,person_facepalming
wish i was one of those people who are just naturally clever,weary_face,person_facepalming,rolling_on_the_floor_laughing
how many rts to get a flight and a session str 8 vibes,thinking_face,thinking_face,folded_hands
he used the slam poetry scene from 22 jump street,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,folded_hands
have the worst headache,person_facepalming,rolling_on_the_floor_laughing,person_facepalming
kissing like this aint leading to nothing good,weary_face,rolling_on_the_floor_laughing,person_facepalming
wonder if yuri had cut her hair short for her character aebong in ltsound of your heartgt,thinking_face,thinking_face,rolling_on_the_floor_laughing
paper love x one bitch i love i this song,weary_face,rolling_on_the_floor_laughing,person_facepalming
fyreslayers for sale please retweet,folded_hands,folded_hands,rolling_on_the_floor_laughing
way up im so blessed,folded_hands,person_facepalming,folded_hands
i will beat you,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
pray before you sleep,folded_hands,folded_hands,person_facepalming
amp caught smoking a blunt during the hip hop allstar game,person_facepalming,rolling_on_the_floor_laughing,person_facepalming
scandal coming back on,thinking_face,rolling_on_the_floor_laughing,person_facepalming
its so funny watching ppl fall,weary_face,rolling_on_the_floor_laughing,person_facepalming
i better get a smaller waist this year,weary_face,person_facepalming,rolling_on_the_floor_laughing
how do you cover up a large circular burn on your card table,thinking_face,thinking_face,person_facepalming
babies sleeping in here can i pet them i love babies,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
got my first kolo yesterday and im very proud of myselfkicked off with 3 naira but 2 years time is target,folded_hands,folded_hands,rolling_on_the_floor_laughing
ion talk to nobody i be so damn bored,person_facepalming,person_facepalming,rolling_on_the_floor_laughing
i cant wait for this,weary_face,rolling_on_the_floor_laughing,folded_hands
always pullin the same shit expecting things to end differently,person_facepalming,person_facepalming,rolling_on_the_floor_laughing
john legend needs to hurry up and sign this dog,weary_face,weary_face,folded_hands
err fuckin day,person_facepalming,rolling_on_the_floor_laughing,person_facepalming
top 3 clips ive ever seen,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
long live all the fallen soldiers,folded_hands,folded_hands,rolling_on_the_floor_laughing
weve seen ashley youngs tackle on sergio aguero multiple times from every angle so should it have been a penalty,thinking_face,thinking_face,rolling_on_the_floor_laughing
can we please get something new in muncie,weary_face,folded_hands,weary_face
praying for your sanity sis,rolling_on_the_floor_laughing,folded_hands,person_facepalming
if carlsberg did sandwiches,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,folded_hands
sick amp tired losing my niggas to the system amp grave,weary_face,person_facepalming,weary_face
my 8 year old daughter just threatened to delete me,person_facepalming,person_facepalming,rolling_on_the_floor_laughing
his tl is worse,weary_face,rolling_on_the_floor_laughing,person_facepalming
i know i gotta be annoying,person_facepalming,rolling_on_the_floor_laughing,person_facepalming
youll never be 110 as rich as bezos,rolling_on_the_floor_laughing,person_facepalming,rolling_on_the_floor_laughing
twitter dont give af about our childhood,person_facepalming,person_facepalming,rolling_on_the_floor_laughing
im saying,person_facepalming,rolling_on_the_floor_laughing,person_facepalming
what policies did he run on,thinking_face,thinking_face,rolling_on_the_floor_laughing
when you go out to buy new shoes with your mom and she says walk around and see how they feel,weary_face,weary_face,thinking_face
you cant rush just 3 on tom brady he got all day in the pocket to dissect the defense,person_facepalming,person_facepalming,weary_face
my girl amp i are so corny w our matching stuff,weary_face,person_facepalming,weary_face
somebody help this teacher,weary_face,rolling_on_the_floor_laughing,person_facepalming
please help a girl out,weary_face,folded_hands,person_facepalming
huge craving for in amp out,weary_face,person_facepalming,rolling_on_the_floor_laughing
i love being called baby like i knowww you my baby too,weary_face,rolling_on_the_floor_laughing,weary_face
the official show amp tell tracklist stream on all streaming services 119 much love to those who show love,folded_hands,folded_hands,rolling_on_the_floor_laughing
i really cant do shit right,person_facepalming,rolling_on_the_floor_laughing,person_facepalming
tracey im a very decisive person,person_facepalming,rolling_on_the_floor_laughing,person_facepalming
now shes playing eye spy on facetime kill me now,weary_face,person_facepalming,rolling_on_the_floor_laughing
i always feel so much pressure on myself,weary_face,person_facepalming,weary_face
guests who try to make their own policy for vouchers why,person_facepalming,thinking_face,rolling_on_the_floor_laughing
everyday this app lets me know ive never been in love,thinking_face,folded_hands,rolling_on_the_floor_laughing
chocolate oranges the uk has been hiding these bitches for how long i wonder what that combo tastes like,thinking_face,thinking_face,weary_face
its disgusting and overhyped,person_facepalming,rolling_on_the_floor_laughing,person_facepalming
lmao at the face he made bro,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
the great designer god thank you for creating me,folded_hands,folded_hands,rolling_on_the_floor_laughing
they are going down,folded_hands,rolling_on_the_floor_laughing,person_facepalming
arsenal line up coming out before i left the office what a wow chelsea is this what you will do to me if we finish 5th,weary_face,thinking_face,rolling_on_the_floor_laughing
finally figure out my password for this,weary_face,rolling_on_the_floor_laughing,person_facepalming
i just want my whole team to succeed,folded_hands,person_facepalming,weary_face
does still update and if so jesus who is he,weary_face,thinking_face,person_facepalming
was hoping for the best news when i saw the play after the game,person_facepalming,folded_hands,person_facepalming
anybody i hurt i apologize,folded_hands,rolling_on_the_floor_laughing,person_facepalming
i wish he would take me out on a coffee date,weary_face,person_facepalming,rolling_on_the_floor_laughing
one day i can only hope that my veggie wings turn out like this,weary_face,folded_hands,weary_face
so i surprised my girlfriend with one of her gifts and a balloon after class today look what i get,person_facepalming,person_facepalming,weary_face
need someone who can design a logo,thinking_face,folded_hands,person_facepalming
dear god,folded_hands,rolling_on_the_floor_laughing,person_facepalming
so schools can turn into a military base but cant pay teachers fairly amp supplies are limited,thinking_face,thinking_face,person_facepalming
im just ready to say i did it,weary_face,person_facepalming,rolling_on_the_floor_laughing
cant believe i missed this one,rolling_on_the_floor_laughing,person_facepalming,rolling_on_the_floor_laughing
please help man needs his boat,folded_hands,folded_hands,weary_face
the mini burgers i made are the truth really thinking about making them again,thinking_face,thinking_face,person_facepalming
my next relationship i aint gonna put no cute contact name ima just put we gonna see,weary_face,person_facepalming,rolling_on_the_floor_laughing
i think i have a problem with playing fortnite too much,weary_face,thinking_face,rolling_on_the_floor_laughing
all praise to the most high bless up,folded_hands,folded_hands,person_facepalming
i wanna try a wig as a protective hairstyle so bad,thinking_face,person_facepalming,weary_face
thanks for all the love and support,weary_face,folded_hands,rolling_on_the_floor_laughing
please dont depend on other armys,folded_hands,folded_hands,person_facepalming
were not the ones who need water,person_facepalming,rolling_on_the_floor_laughing,person_facepalming
when cardi said leave his text on read,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
did she brought these balloon everywhere she went,weary_face,person_facepalming,rolling_on_the_floor_laughing
i cant but can believe you posted this,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
im going to fangirl right now and i dont even care,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,weary_face
when you and bae can have fun like this,weary_face,rolling_on_the_floor_laughing,person_facepalming
please share guys,folded_hands,folded_hands,rolling_on_the_floor_laughing
i dont think dmv niggas know that theyre aging in real life and not in dmv years,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,thinking_face
sooo ready for my latinos to be on stage,folded_hands,person_facepalming,weary_face
make very happy and let me know that u re coming to edcmx please please,folded_hands,folded_hands,rolling_on_the_floor_laughing
yall claim yall fwm but who gon really swing when i do,rolling_on_the_floor_laughing,thinking_face,rolling_on_the_floor_laughing
2018 will really be such a blessed year were already being fed well we gonna be fat af at the end of the year,weary_face,weary_face,folded_hands
thank you lord,folded_hands,folded_hands,rolling_on_the_floor_laughing
i dont get it,thinking_face,rolling_on_the_floor_laughing,person_facepalming
jemis bowling blessing in disguise,thinking_face,rolling_on_the_floor_laughing,folded_hands
blue checkmarks are mocking the pences for looking unhappy while visiting a concentration camp,person_facepalming,person_facepalming,folded_hands
heyyy what bout meee,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
it was getting ugly for the other team good thing they quit,rolling_on_the_floor_laughing,person_facepalming,rolling_on_the_floor_laughing
acting like i dont have a whole 935 to wake up for,weary_face,person_facepalming,weary_face
when you and bae live together and you have a attitude so you lay on the couch,rolling_on_the_floor_laughing,weary_face,person_facepalming
your favorite personal finance book,thinking_face,rolling_on_the_floor_laughing,folded_hands
happy 8 monthsss tb to this,weary_face,rolling_on_the_floor_laughing,folded_hands
i hope you amp uzi arent going to start any kind of beef i fw both of yall heavy af,person_facepalming,person_facepalming,thinking_face
im preparing myself for when the cat runs away,weary_face,person_facepalming,rolling_on_the_floor_laughing
minjun we are with you we are support you please be careful henceforth,folded_hands,folded_hands,rolling_on_the_floor_laughing
when the roles are flipped and the doctors are patients,weary_face,rolling_on_the_floor_laughing,folded_hands
we hispanics are black,person_facepalming,rolling_on_the_floor_laughing,person_facepalming
i think me and was supposed to be sisters,thinking_face,thinking_face,person_facepalming
hey we would like to know how tall are you because google states 51 and i dont believe that,thinking_face,thinking_face,rolling_on_the_floor_laughing
but like notice me first,weary_face,rolling_on_the_floor_laughing,person_facepalming
thanking god for allowing me to see another 24hrs of life,folded_hands,folded_hands,weary_face
omg people are so dumb look they put steer instead of heifer,person_facepalming,person_facepalming,rolling_on_the_floor_laughing
hmmm idk you should clarify,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,thinking_face
she is 19th and her husband is only 18th i keraiii,weary_face,rolling_on_the_floor_laughing,weary_face
wdyem,thinking_face,rolling_on_the_floor_laughing,person_facepalming
one of my favorite things i saw a partner that defends you is everything,folded_hands,folded_hands,rolling_on_the_floor_laughing
aye its a whole ass gospel choir performing in the whole foods on 125th happy first day of black history month,weary_face,weary_face,folded_hands
niggas be having all this money nd still cant dress,person_facepalming,person_facepalming,rolling_on_the_floor_laughing
and her comment makes it look even more like she did it to get attn,weary_face,rolling_on_the_floor_laughing,person_facepalming
valentines day im taking you sams in harlesden,folded_hands,rolling_on_the_floor_laughing,person_facepalming
free my best friend,folded_hands,rolling_on_the_floor_laughing,person_facepalming
7 days amp my boo will be back in the bronx,weary_face,person_facepalming,weary_face
i really hate this nigga man,person_facepalming,person_facepalming,rolling_on_the_floor_laughing
lookin like a right swipe on tinder,thinking_face,rolling_on_the_floor_laughing,person_facepalming
you may not like me but one thing is for sure you cant take away that god has his hand on me,folded_hands,thinking_face,rolling_on_the_floor_laughing
bro in about 6 months you gonna be wishing you was still in high school,person_facepalming,person_facepalming,folded_hands
might be the toughest edits i seen,person_facepalming,rolling_on_the_floor_laughing,person_facepalming
apart from the final dipshit do you know anything about football,person_facepalming,rolling_on_the_floor_laughing,folded_hands
thinking of being savage this year,thinking_face,rolling_on_the_floor_laughing,person_facepalming
i wanna trust but i cant,person_facepalming,person_facepalming,weary_face
id stay behind bars forever with her,folded_hands,folded_hands,rolling_on_the_floor_laughing
birthday boy,folded_hands,rolling_on_the_floor_laughing,person_facepalming
i really need to start working out but i dont want to,weary_face,person_facepalming,weary_face
just got back from the gym and ive never ached so much in my life,weary_face,person_facepalming,weary_face
people acting like its there first day working,person_facepalming,rolling_on_the_floor_laughing,person_facepalming
if this doesnt give you baby fever,weary_face,rolling_on_the_floor_laughing,person_facepalming
i love my mama sooo much words cant even explain,weary_face,weary_face,person_facepalming
easily one of the best love movies ever,weary_face,rolling_on_the_floor_laughing,folded_hands
yesung instagram one of his hashtag was combi of baekhyun yesung guessing that they share the same mic,thinking_face,thinking_face,rolling_on_the_floor_laughing
whats this monkey supposed to be,thinking_face,thinking_face,person_facepalming
did i miss something is this crown thingi new,thinking_face,folded_hands,weary_face
splendide clinton calma njie,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
good luck to all,folded_hands,rolling_on_the_floor_laughing,folded_hands
i love my people,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
what is he winning a flight ticket back to daura,thinking_face,rolling_on_the_floor_laughing,thinking_face
i think i caught the sky change colors this is the most gorgeous thing ever,weary_face,weary_face,person_facepalming
more saban gold,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
awe that really fucking sucks bro because youll be hearing it a shit ton,weary_face,person_facepalming,weary_face
now yall i watched this video over and over again i need help did something come out this girls vagina,person_facepalming,person_facepalming,weary_face
when they realize this aint your first time,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
lets talk about your father,thinking_face,rolling_on_the_floor_laughing,folded_hands
the app contains a strange file called badwordtxt,thinking_face,thinking_face,rolling_on_the_floor_laughing
i like kissing all over my man just because,weary_face,weary_face,person_facepalming
did ong himself the choreography,thinking_face,rolling_on_the_floor_laughing,person_facepalming
ugh please come to south carolina or north carolina,weary_face,folded_hands,person_facepalming
they dont wanna see me rich they dont wanna see me make it,folded_hands,person_facepalming,thinking_face
ima need a sandwich after this,weary_face,person_facepalming,rolling_on_the_floor_laughing
most appropriate time to use this gif,folded_hands,rolling_on_the_floor_laughing,person_facepalming
damn i didnt know it was raining,person_facepalming,rolling_on_the_floor_laughing,person_facepalming
my son jacob is about to go into surgery i know the good lord will make him well,folded_hands,folded_hands,person_facepalming
im not perfect but im not dumb,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
im sure whoever was in charge of this trip for theses elders got fired immediately,weary_face,weary_face,rolling_on_the_floor_laughing
thank you for embracing todays episode,folded_hands,folded_hands,rolling_on_the_floor_laughing
when your with someone and there on the fucking phone the whole time,person_facepalming,person_facepalming,rolling_on_the_floor_laughing
oooh lord take me back to that night,folded_hands,folded_hands,person_facepalming
nooo,weary_face,rolling_on_the_floor_laughing,person_facepalming
people aint gone understand until you make them feel that shit,rolling_on_the_floor_laughing,person_facepalming,rolling_on_the_floor_laughing
i cant stop laughing at this,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
ready to get my hair done,weary_face,person_facepalming,rolling_on_the_floor_laughing
im back it will take more than a hack to keep me down thanks to amp many others who helped,folded_hands,folded_hands,thinking_face
kindly rt please,folded_hands,folded_hands,rolling_on_the_floor_laughing
i seee ya petuniaaa,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
there is amp they are,folded_hands,rolling_on_the_floor_laughing,person_facepalming
name somebody realer,thinking_face,rolling_on_the_floor_laughing,person_facepalming
thankful for another 24,folded_hands,folded_hands,rolling_on_the_floor_laughing
sel pou willian m gen pitie anyway the poor brazilian giving his best with a poor team,person_facepalming,folded_hands,rolling_on_the_floor_laughing
whos mans is this,person_facepalming,rolling_on_the_floor_laughing,person_facepalming
if these countries arent shtholes why is everyone fleeing them to get to america,thinking_face,thinking_face,rolling_on_the_floor_laughing
you cheated how do you love him,rolling_on_the_floor_laughing,thinking_face,rolling_on_the_floor_laughing
i thought it was only me,weary_face,rolling_on_the_floor_laughing,person_facepalming
when the roots are deep there is no reason to fear the wind good morning,folded_hands,thinking_face,rolling_on_the_floor_laughing
im dying coz the fed licked man like say hes an aff mum that clocked man eating from the pot,weary_face,weary_face,person_facepalming
sometimes i think it might be fun to own every guy in a strip club again,thinking_face,thinking_face,rolling_on_the_floor_laughing
mfs still saying happy new years and we four days in,thinking_face,rolling_on_the_floor_laughing,person_facepalming
on twitter its not about what you tweeted but rather who tweeted it,weary_face,thinking_face,rolling_on_the_floor_laughing
ive never noticed anyone saying and but,thinking_face,rolling_on_the_floor_laughing,thinking_face
this is wrong he shouldve hit his girlfriend nje not other people,thinking_face,person_facepalming,rolling_on_the_floor_laughing
omg,person_facepalming,rolling_on_the_floor_laughing,person_facepalming
what happen to the niggas that be like get dressed im bout to come get you,thinking_face,rolling_on_the_floor_laughing,thinking_face
hmmm sounds like an interesting concept,thinking_face,thinking_face,rolling_on_the_floor_laughing
i miss your sass,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
from when even the pot becomes the perfect place to take a nap,person_facepalming,person_facepalming,rolling_on_the_floor_laughing
happy birthday dad youre not old youre so young hes just turning 83,folded_hands,rolling_on_the_floor_laughing,folded_hands
this summer im living my best life amp i mean that,weary_face,folded_hands,weary_face
whos eating at wacdonalds today,thinking_face,rolling_on_the_floor_laughing,person_facepalming
me running around when someone says they out front and im not ready lmao,rolling_on_the_floor_laughing,person_facepalming,rolling_on_the_floor_laughing
they love that nawf,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
saw the biggest fluff ball of a dog on my way home livin his best life on a walk and honestly im so happy for him,weary_face,folded_hands,weary_face
ya la i miss your pujian,weary_face,rolling_on_the_floor_laughing,person_facepalming
liddlebobs bill is doa,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
i look like a mexican drug dealer,rolling_on_the_floor_laughing,rolling_on_the_floor_laughing,person_facepalming
prayers wishes and lots of love irrfan bhai,folded_hands,folded_hands,weary_face
big mf facts sickudd,weary_face,rolling_on_the_floor_laughing,person_facepalming
thank god for waking me up this morning,folded_hands,folded_hands,weary_face
its very complicated issue its not easy to say,folded_hands,rolling_on_the_floor_laughing,person_facepalming
